name,temperature,feels_like,humidity,wind,wind_gust,dew_point,wind_direction,pressure_relative,pressure_absolute,uvi,created_at
"SCLE - Ciupac",15.3,15.3,88,4.3,4.5,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:03:04"
"MDA - Ciupac",14.8,14.8,89,4.3,3.4,14.8,ENE,1013.4,1016.8,0,"2023-10-21 04:03:05"
"CN - Ciupac",13.4,13.4,91,2.9,3.4,13.4,SW,1008,1017.5,0,"2023-10-21 04:03:06"
"BHI - Ciupac",20.1,20.1,56,8.7,9.2,20.1,ENE,1010.7,1009.7,0,"2023-10-21 04:03:07"
"GAVIOTAS - Ciupac",14.1,14.1,89,5.5,4.5,14.1,NE,1011.4,1017.2,0,"2023-10-21 04:03:08"
"Monte hermoson 2",15.3,15.3,88,5.8,4.5,15.3,NNE,1012.1,1018.2,0,"2023-10-21 04:04:02"
"STE - Ciupac",15.1,15.1,89,7.2,5.8,15.1,ENE,1007.7,1017.8,0,"2023-10-21 04:04:03"
"SCLE - Ciupac",15.3,15.3,88,5.8,4.5,15.3,NNE,1012.1,1018.2,0,"2023-10-21 04:04:04"
"MDA - Ciupac",14.8,14.8,89,4.7,5.8,14.8,ENE,1013.4,1016.8,0,"2023-10-21 04:04:05"
"CN - Ciupac",13.4,13.4,91,2.9,3.4,13.4,SW,1008,1017.5,0,"2023-10-21 04:04:06"
"BHI - Ciupac",20.1,20.1,56,9.7,6.9,20.1,NE,1010.7,1010,0,"2023-10-21 04:04:07"
"GAVIOTAS - Ciupac",14.1,14.1,89,7.9,8.1,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:04:08"
"Monte hermoson 2",15.3,15.3,88,5.8,4.5,15.3,NNE,1012.1,1018.2,0,"2023-10-21 04:05:02"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:05:03"
"SCLE - Ciupac",15.3,15.3,88,5.8,4.5,15.3,NNE,1012.1,1018.2,0,"2023-10-21 04:05:04"
"MDA - Ciupac",14.8,14.8,89,5.5,4.5,14.8,NE,1013.4,1016.8,0,"2023-10-21 04:05:05"
"CN - Ciupac",13.4,13.4,91,1.1,1.1,13.4,N,1008,1017.5,0,"2023-10-21 04:05:06"
"BHI - Ciupac",20.1,20.1,56,7.6,5.8,20.1,N,1010.7,1010,0,"2023-10-21 04:05:07"
"GAVIOTAS - Ciupac",14.1,14.1,89,9,6.9,14.1,NE,1011.4,1017.5,0,"2023-10-21 04:05:08"
"Monte hermoson 2",15.3,15.3,88,7.9,8.1,15.3,ENE,1012.1,1018.2,0,"2023-10-21 04:06:02"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:06:03"
"SCLE - Ciupac",15.3,15.3,88,7.9,8.1,15.3,ENE,1012.1,1018.2,0,"2023-10-21 04:06:04"
"MDA - Ciupac",14.8,14.8,89,7.9,8.1,14.8,NE,1013.4,1016.8,0,"2023-10-21 04:06:05"
"CN - Ciupac",13.4,13.4,90,0.3,1.1,13.4,N,1008,1017.8,0,"2023-10-21 04:06:06"
"BHI - Ciupac",20.1,20.1,56,8.2,5.8,20.1,NNW,1010.7,1010,0,"2023-10-21 04:06:07"
"GAVIOTAS - Ciupac",14.1,14.1,89,11.6,10.3,14.1,NE,1011.7,1017.5,0,"2023-10-21 04:06:08"
"Monte hermoson 2",15.3,15.3,88,5.5,5.8,15.3,ENE,1012.4,1018.2,0,"2023-10-21 04:07:02"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:07:03"
"SCLE - Ciupac",15.3,15.3,88,5.5,5.8,15.3,ENE,1012.4,1018.2,0,"2023-10-21 04:07:04"
"MDA - Ciupac",14.9,14.9,89,3.5,4.5,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:07:04"
"CN - Ciupac",13.4,13.4,90,1.8,3.4,13.4,NW,1008.4,1017.8,0,"2023-10-21 04:07:05"
"BHI - Ciupac",20.1,20.1,57,8.2,5.8,20.1,NNE,1010.7,1010,0,"2023-10-21 04:07:06"
"GAVIOTAS - Ciupac",14.1,14.1,89,7.9,6.9,14.1,NE,1011.7,1017.5,0,"2023-10-21 04:07:07"
"Monte hermoson 2",15.3,15.3,88,7.6,8.1,15.3,ENE,1012.1,1017.8,0,"2023-10-21 04:08:02"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:08:03"
"SCLE - Ciupac",15.3,15.3,88,7.6,8.1,15.3,ENE,1012.1,1017.8,0,"2023-10-21 04:08:04"
"MDA - Ciupac",14.9,14.9,89,4.7,3.4,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:08:06"
"CN - Ciupac",13.4,13.4,90,4.7,4.5,13.4,N,1008,1017.8,0,"2023-10-21 04:08:07"
"BHI - Ciupac",20.1,20.1,57,12.2,11.4,20.1,N,1010.7,1009.7,0,"2023-10-21 04:08:08"
"GAVIOTAS - Ciupac",14.1,14.1,89,6.4,5.8,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:08:09"
"Monte hermoson 2",15.3,15.3,88,7.6,8.1,15.3,NNE,1012.4,1018.5,0,"2023-10-21 04:09:02"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:09:03"
"SCLE - Ciupac",15.3,15.3,88,7.6,8.1,15.3,NNE,1012.4,1018.5,0,"2023-10-21 04:09:04"
"MDA - Ciupac",14.9,14.9,89,8.7,8.1,14.9,NE,1013.8,1017.2,0,"2023-10-21 04:09:05"
"CN - Ciupac",13.4,13.4,90,1.1,1.1,13.4,NW,1008,1017.5,0,"2023-10-21 04:09:06"
"BHI - Ciupac",20.1,20.1,56,11.9,11.4,20.1,N,1011.1,1010.4,0,"2023-10-21 04:09:07"
"GAVIOTAS - Ciupac",14.1,14.1,89,6.4,5.8,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:09:08"
"Monte hermoson 2",15.3,15.3,88,9,8.1,15.3,ENE,1012.4,1018.2,0,"2023-10-21 04:10:02"
"STE - Ciupac",15.1,15.1,89,12.6,11.4,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:10:03"
"SCLE - Ciupac",15.3,15.3,88,9,8.1,15.3,ENE,1012.4,1018.2,0,"2023-10-21 04:10:04"
"MDA - Ciupac",14.9,14.9,89,5.8,5.8,14.9,ENE,1013.4,1016.5,0,"2023-10-21 04:10:05"
"CN - Ciupac",13.4,13.4,90,1.1,1.1,13.4,NNW,1008,1017.5,0,"2023-10-21 04:10:06"
"BHI - Ciupac",20.1,20.1,56,8.7,6.9,20.1,NNE,1011.1,1010,0,"2023-10-21 04:10:07"
"GAVIOTAS - Ciupac",14.1,14.1,89,5.5,5.8,14.1,N,1011.7,1017.5,0,"2023-10-21 04:10:09"
"Monte hermoson 2",15.3,15.3,88,8.7,6.9,15.3,ENE,1012.1,1017.8,0,"2023-10-21 04:11:02"
"STE - Ciupac",15.1,15.1,89,12.6,11.4,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:11:03"
"SCLE - Ciupac",15.3,15.3,88,8.7,6.9,15.3,ENE,1012.1,1017.8,0,"2023-10-21 04:11:04"
"MDA - Ciupac",14.9,14.9,89,4,4.5,14.9,SSE,1013.4,1016.8,0,"2023-10-21 04:11:05"
"CN - Ciupac",13.4,13.4,90,0.3,1.1,13.4,N,1008,1017.5,0,"2023-10-21 04:11:06"
"BHI - Ciupac",20.1,20.1,56,9.3,9.2,20.1,NE,1010.7,1009.7,0,"2023-10-21 04:11:06"
"GAVIOTAS - Ciupac",14.1,14.1,88,4.7,4.5,14.1,NW,1011.7,1017.5,0,"2023-10-21 04:11:08"
"Monte hermoson 2",15.3,15.3,88,3.5,4.5,15.3,NE,1012.4,1018.2,0,"2023-10-21 04:12:01"
"STE - Ciupac",15.1,15.1,89,12.6,11.4,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:12:02"
"SCLE - Ciupac",15.3,15.3,88,3.5,4.5,15.3,NE,1012.4,1018.2,0,"2023-10-21 04:12:03"
"MDA - Ciupac",14.9,14.9,89,3.5,3.4,14.9,NNE,1013.4,1016.5,0,"2023-10-21 04:12:04"
"CN - Ciupac",13.4,13.4,90,0.3,1.1,13.4,NNW,1008,1017.5,0,"2023-10-21 04:12:05"
"BHI - Ciupac",20.1,20.1,56,9.3,9.2,20.1,NE,1010.7,1009.7,0,"2023-10-21 04:12:06"
"GAVIOTAS - Ciupac",14.1,14.1,88,6.1,4.5,14.1,N,1011.4,1017.2,0,"2023-10-21 04:12:07"
"Monte hermoson 2",15.3,15.3,88,11.1,12.5,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:13:02"
"STE - Ciupac",15.1,15.1,89,12.6,11.4,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:13:03"
"SCLE - Ciupac",15.3,15.3,88,11.1,12.5,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:13:04"
"MDA - Ciupac",14.9,14.9,89,4,5.8,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:13:05"
"CN - Ciupac",13.4,13.4,90,2.1,2.2,13.4,NW,1008,1017.8,0,"2023-10-21 04:13:06"
"BHI - Ciupac",20.1,20.1,57,7.6,5.8,20.1,N,1011.1,1010,0,"2023-10-21 04:13:06"
"GAVIOTAS - Ciupac",14.1,14.1,88,6.4,5.8,14.1,NNW,1011.7,1017.5,0,"2023-10-21 04:13:07"
"Monte hermoson 2",15.3,15.3,88,6.4,6.9,15.3,ENE,1012.1,1018.2,0,"2023-10-21 04:14:02"
"STE - Ciupac",15.1,15.1,89,12.6,11.4,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:14:03"
"SCLE - Ciupac",15.3,15.3,88,6.4,6.9,15.3,ENE,1012.1,1018.2,0,"2023-10-21 04:14:04"
"MDA - Ciupac",14.9,14.9,89,4,5.8,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:14:05"
"CN - Ciupac",13.4,13.4,90,2.1,2.2,13.4,NNE,1008,1017.5,0,"2023-10-21 04:14:06"
"BHI - Ciupac",20.1,20.1,57,10.5,8.1,20.1,NNW,1011.1,1010,0,"2023-10-21 04:14:07"
"GAVIOTAS - Ciupac",14.1,14.1,88,8.2,8.1,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:14:08"
"Monte hermoson 2",15.2,15.2,88,10.5,9.2,15.2,ENE,1012.1,1018.2,0,"2023-10-21 04:15:02"
"STE - Ciupac",15.1,15.1,89,10.5,8.1,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:15:03"
"SCLE - Ciupac",15.2,15.2,88,10.5,9.2,15.2,ENE,1012.1,1018.2,0,"2023-10-21 04:15:04"
"MDA - Ciupac",14.9,14.9,89,9.7,11.4,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:15:05"
"CN - Ciupac",13.4,13.4,90,3.2,2.2,13.4,NNW,1008,1017.5,0,"2023-10-21 04:15:06"
"BHI - Ciupac",20.1,20.1,57,9.3,6.9,20.1,N,1010.7,1009.7,0,"2023-10-21 04:15:07"
"GAVIOTAS - Ciupac",14.1,14.1,88,5,3.4,14.1,N,1011.7,1017.5,0,"2023-10-21 04:15:08"
"Monte hermoson 2",15.2,15.2,88,8.2,8.1,15.2,NE,1012.1,1018.2,0,"2023-10-21 04:16:01"
"STE - Ciupac",15.1,15.1,89,10.5,8.1,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:16:02"
"SCLE - Ciupac",15.2,15.2,88,8.2,8.1,15.2,NE,1012.1,1018.2,0,"2023-10-21 04:16:03"
"MDA - Ciupac",14.9,14.9,89,6.1,5.8,14.9,W,1013.4,1016.8,0,"2023-10-21 04:16:04"
"CN - Ciupac",13.4,13.4,90,2.6,2.2,13.4,S,1008,1017.5,0,"2023-10-21 04:16:05"
"BHI - Ciupac",20.1,20.1,57,7.2,6.9,20.1,N,1011.1,1010,0,"2023-10-21 04:16:06"
"GAVIOTAS - Ciupac",14.1,14.1,88,5,3.4,14.1,N,1011.7,1017.5,0,"2023-10-21 04:16:07"
"Monte hermoson 2",15.3,15.3,88,2.1,3.4,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:17:01"
"STE - Ciupac",15.1,15.1,89,10.5,8.1,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:17:02"
"SCLE - Ciupac",15.3,15.3,88,2.1,3.4,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:17:03"
"MDA - Ciupac",14.9,14.9,89,4,3.4,14.9,SSE,1013.4,1016.8,0,"2023-10-21 04:17:04"
"CN - Ciupac",13.4,13.4,90,0.6,1.1,13.4,N,1008,1017.5,0,"2023-10-21 04:17:05"
"BHI - Ciupac",20.1,20.1,57,7.9,6.9,20.1,N,1010.7,1010,0,"2023-10-21 04:17:06"
"GAVIOTAS - Ciupac",14.1,14.1,88,7.2,8.1,14.1,NE,1011.4,1017.5,0,"2023-10-21 04:17:07"
"Monte hermoson 2",15.3,15.3,88,2.1,3.4,15.3,ENE,1012.4,1018.2,0,"2023-10-21 04:18:02"
"STE - Ciupac",15.1,15.1,89,10.5,8.1,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:18:03"
"SCLE - Ciupac",15.3,15.3,88,2.1,3.4,15.3,ENE,1012.4,1018.2,0,"2023-10-21 04:18:04"
"MDA - Ciupac",14.9,14.9,89,9,6.9,14.9,E,1013.4,1016.5,0,"2023-10-21 04:18:05"
"CN - Ciupac",13.4,13.4,90,3.5,3.4,13.4,NNW,1008,1017.8,0,"2023-10-21 04:18:05"
"BHI - Ciupac",20,20,57,6.1,4.5,20,E,1011.1,1010,0,"2023-10-21 04:18:06"
"GAVIOTAS - Ciupac",14.1,14.1,88,7.2,5.8,14.1,NE,1011.7,1017.5,0,"2023-10-21 04:18:07"
"Monte hermoson 2",15.3,15.3,88,5,5.8,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:19:02"
"STE - Ciupac",15.1,15.1,89,10.5,8.1,15.1,NNE,1007.7,1017.8,0,"2023-10-21 04:19:03"
"SCLE - Ciupac",15.3,15.3,88,5,5.8,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:19:04"
"MDA - Ciupac",14.9,14.9,89,8.7,6.9,14.9,E,1013.4,1016.8,0,"2023-10-21 04:19:05"
"CN - Ciupac",13.4,13.4,90,3.5,3.4,13.4,NNW,1008,1017.8,0,"2023-10-21 04:19:06"
"BHI - Ciupac",20,20,57,9.3,6.9,20,NNE,1010.7,1009.7,0,"2023-10-21 04:19:07"
"GAVIOTAS - Ciupac",14.1,14.1,88,2.9,2.2,14.1,NNE,1011.4,1017.2,0,"2023-10-21 04:19:08"
"Monte hermoson 2",15.3,15.3,88,5.5,5.8,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:20:02"
"STE - Ciupac",15.1,15.1,89,11.6,9.2,15.1,E,1008,1018.2,0,"2023-10-21 04:20:03"
"SCLE - Ciupac",15.3,15.3,88,5.5,5.8,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:20:04"
"MDA - Ciupac",14.9,14.9,89,6.4,5.8,14.9,N,1013.4,1016.8,0,"2023-10-21 04:20:05"
"CN - Ciupac",13.4,13.4,90,2.1,2.2,13.4,NW,1007.7,1017.5,0,"2023-10-21 04:20:06"
"BHI - Ciupac",20,20,57,11.1,9.2,20,NE,1010.7,1009.7,0,"2023-10-21 04:20:07"
"GAVIOTAS - Ciupac",14.1,14.1,88,3.5,3.4,14.1,ENE,1011.7,1017.5,0,"2023-10-21 04:20:08"
"Monte hermoson 2",15.3,15.3,88,5.5,5.8,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:21:02"
"STE - Ciupac",15.1,15.1,89,11.6,9.2,15.1,E,1008,1018.2,0,"2023-10-21 04:21:03"
"SCLE - Ciupac",15.3,15.3,88,5.5,5.8,15.3,NE,1012.1,1017.8,0,"2023-10-21 04:21:04"
"MDA - Ciupac",14.9,14.9,89,3.2,2.2,14.9,ENE,1013.4,1016.8,0,"2023-10-21 04:21:05"
"CN - Ciupac",13.4,13.4,90,2.9,2.2,13.4,NNE,1008,1017.5,0,"2023-10-21 04:21:06"
"BHI - Ciupac",20,20,57,6.1,4.5,20,N,1010.7,1010,0,"2023-10-21 04:21:07"
"GAVIOTAS - Ciupac",14.1,14.1,88,4.3,3.4,14.1,E,1011.4,1017.2,0,"2023-10-21 04:21:08"
"Monte hermoson 2",15.3,15.3,88,4.3,4.5,15.3,E,1012.1,1018.2,0,"2023-10-21 04:22:02"
"STE - Ciupac",15.1,15.1,89,11.6,9.2,15.1,E,1008,1018.2,0,"2023-10-21 04:22:03"
"SCLE - Ciupac",15.3,15.3,88,4.3,4.5,15.3,E,1012.1,1018.2,0,"2023-10-21 04:22:04"
"MDA - Ciupac",14.8,14.8,89,2.9,3.4,14.8,ENE,1013.8,1017.2,0,"2023-10-21 04:22:05"
"CN - Ciupac",13.4,13.4,90,3.5,2.2,13.4,N,1008,1017.5,0,"2023-10-21 04:22:06"
"BHI - Ciupac",20,20,57,4.3,4.5,20,S,1010.7,1009.7,0,"2023-10-21 04:22:07"
"GAVIOTAS - Ciupac",14,14,88,4.3,3.4,14,N,1011.4,1017.5,0,"2023-10-21 04:22:08"
"Monte hermoson 2",15.3,15.3,88,4.7,5.8,15.3,NNE,1012.1,1017.8,0,"2023-10-21 04:23:02"
"STE - Ciupac",15.1,15.1,89,11.6,9.2,15.1,E,1008,1018.2,0,"2023-10-21 04:23:03"
"SCLE - Ciupac",15.3,15.3,88,4.7,5.8,15.3,NNE,1012.1,1017.8,0,"2023-10-21 04:23:04"
"MDA - Ciupac",14.8,14.8,89,4.7,3.4,14.8,ENE,1013.4,1016.8,0,"2023-10-21 04:23:05"
"CN - Ciupac",13.4,13.4,90,2.6,2.2,13.4,NW,1008,1017.5,0,"2023-10-21 04:23:07"
"BHI - Ciupac",20,20,57,4.7,3.4,20,N,1010.7,1010,0,"2023-10-21 04:23:08"
"GAVIOTAS - Ciupac",14,14,87,4.7,4.5,14,NNE,1011.7,1017.5,0,"2023-10-21 04:23:09"
"Monte hermoson 2",15.3,15.3,88,4.7,4.5,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:24:02"
"STE - Ciupac",15.1,15.1,89,11.6,9.2,15.1,E,1008,1018.2,0,"2023-10-21 04:24:03"
"SCLE - Ciupac",15.3,15.3,88,4.7,4.5,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:24:04"
"MDA - Ciupac",14.9,14.9,89,4.7,4.5,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:24:05"
"CN - Ciupac",13.4,13.4,90,3.5,3.4,13.4,NW,1008,1017.8,0,"2023-10-21 04:24:06"
"BHI - Ciupac",19.9,19.9,57,8.7,6.9,19.9,NE,1010.7,1010,0,"2023-10-21 04:24:07"
"GAVIOTAS - Ciupac",14,14,87,4.7,4.5,14,NE,1011.4,1017.5,0,"2023-10-21 04:24:08"
"Monte hermoson 2",15.2,15.2,88,5.5,4.5,15.2,ESE,1012.1,1017.8,0,"2023-10-21 04:25:02"
"STE - Ciupac",15.1,15.1,89,10.5,11.4,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:25:03"
"SCLE - Ciupac",15.2,15.2,88,5.5,4.5,15.2,ESE,1012.1,1017.8,0,"2023-10-21 04:25:04"
"MDA - Ciupac",14.9,14.9,89,3.5,3.4,14.9,NE,1013.4,1016.5,0,"2023-10-21 04:25:05"
"CN - Ciupac",13.4,13.4,90,1.4,1.1,13.4,ENE,1008,1017.5,0,"2023-10-21 04:25:06"
"BHI - Ciupac",19.9,19.9,57,7.6,5.8,19.9,NE,1010.7,1010,0,"2023-10-21 04:25:07"
"GAVIOTAS - Ciupac",14,14,87,5.5,5.8,14,NE,1011.7,1017.5,0,"2023-10-21 04:25:08"
"Monte hermoson 2",15.2,15.2,88,7.9,6.9,15.2,NE,1012.1,1018.2,0,"2023-10-21 04:26:01"
"STE - Ciupac",15.1,15.1,89,10.5,11.4,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:26:02"
"SCLE - Ciupac",15.2,15.2,88,7.9,6.9,15.2,NE,1012.1,1018.2,0,"2023-10-21 04:26:03"
"MDA - Ciupac",14.9,14.9,89,2.9,2.2,14.9,NE,1013.4,1016.8,0,"2023-10-21 04:26:04"
"CN - Ciupac",13.4,13.4,90,3.2,2.2,13.4,NW,1008,1017.8,0,"2023-10-21 04:26:05"
"BHI - Ciupac",19.9,19.9,57,6.9,4.5,19.9,NE,1010.7,1009.7,0,"2023-10-21 04:26:06"
"GAVIOTAS - Ciupac",14.1,14.1,87,8.2,6.9,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:26:07"
"Monte hermoson 2",15.2,15.2,88,6.1,5.8,15.2,NE,1012.4,1018.2,0,"2023-10-21 04:27:01"
"STE - Ciupac",15.1,15.1,89,10.5,11.4,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:27:02"
"SCLE - Ciupac",15.2,15.2,88,6.1,5.8,15.2,NE,1012.4,1018.2,0,"2023-10-21 04:27:03"
"MDA - Ciupac",14.8,14.8,89,6.4,5.8,14.8,NE,1013.4,1016.8,0,"2023-10-21 04:27:04"
"CN - Ciupac",13.4,13.4,90,0.3,1.1,13.4,NNE,1008,1017.5,0,"2023-10-21 04:27:05"
"BHI - Ciupac",19.9,19.9,57,6.9,4.5,19.9,NE,1010.7,1009.7,0,"2023-10-21 04:27:06"
"GAVIOTAS - Ciupac",14,14,87,3.5,3.4,14,NW,1011.7,1017.5,0,"2023-10-21 04:27:07"
"Monte hermoson 2",15.3,15.3,88,5.5,6.9,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:28:01"
"STE - Ciupac",15.1,15.1,89,10.5,11.4,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:28:02"
"SCLE - Ciupac",15.3,15.3,88,5.5,6.9,15.3,NE,1012.1,1018.2,0,"2023-10-21 04:28:03"
"MDA - Ciupac",14.8,14.8,89,8.7,6.9,14.8,NNE,1013.8,1017.2,0,"2023-10-21 04:28:04"
"CN - Ciupac",13.4,13.4,90,1.8,2.2,13.4,NW,1008,1017.5,0,"2023-10-21 04:28:05"
"BHI - Ciupac",19.9,19.9,58,3.5,3.4,19.9,SSE,1010.7,1010,0,"2023-10-21 04:28:06"
"GAVIOTAS - Ciupac",14.1,14.1,87,4.7,6.9,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:28:07"
"Monte hermoson 2",15.3,15.3,88,4.7,4.5,15.3,ENE,1012.1,1017.8,0,"2023-10-21 04:29:01"
"STE - Ciupac",15.1,15.1,89,10.5,11.4,15.1,NE,1007.7,1017.8,0,"2023-10-21 04:29:02"
"SCLE - Ciupac",15.3,15.3,88,4.7,4.5,15.3,ENE,1012.1,1017.8,0,"2023-10-21 04:29:03"
"MDA - Ciupac",14.8,14.8,89,8.7,6.9,14.8,NNE,1013.8,1017.2,0,"2023-10-21 04:29:04"
"CN - Ciupac",13.3,13.3,90,1.8,3.4,13.3,WNW,1008.4,1017.8,0,"2023-10-21 04:29:05"
"BHI - Ciupac",19.9,19.9,58,7.2,5.8,19.9,NNE,1011.1,1010,0,"2023-10-21 04:29:06"
"GAVIOTAS - Ciupac",14.1,14.1,87,4.7,6.9,14.1,NNE,1011.7,1017.5,0,"2023-10-21 04:29:07"
"Monte hermoson 2",15.2,15.2,88,4.3,3.4,15.2,NE,1012.1,1018.2,0,"2023-10-21 04:30:01"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1008,1018.2,0,"2023-10-21 04:30:02"
"SCLE - Ciupac",15.2,15.2,88,4.3,3.4,15.2,NE,1012.1,1018.2,0,"2023-10-21 04:30:03"
"MDA - Ciupac",14.9,14.9,89,5.5,5.8,14.9,E,1013.8,1017.2,0,"2023-10-21 04:30:04"
"CN - Ciupac",13.4,13.4,90,2.1,3.4,13.4,NNW,1008.4,1017.8,0,"2023-10-21 04:30:05"
"BHI - Ciupac",19.9,19.9,58,6.1,4.5,19.9,NNW,1011.1,1010,0,"2023-10-21 04:30:06"
"GAVIOTAS - Ciupac",14,14,87,2.1,2.2,14,NNW,1011.4,1017.5,0,"2023-10-21 04:30:07"
"Monte hermoson 2",15.2,15.2,88,2.9,3.4,15.2,E,1012.4,1018.2,0,"2023-10-21 04:31:01"
"STE - Ciupac",15.1,15.1,89,6.4,8.1,15.1,NE,1008,1018.2,0,"2023-10-21 04:31:02"
"SCLE - Ciupac",15.2,15.2,88,2.9,3.4,15.2,E,1012.4,1018.2,0,"2023-10-21 04:31:03"
"MDA - Ciupac",14.8,14.8,89,5.5,5.8,14.8,NNE,1013.4,1016.8,0,"2023-10-21 04:31:04"
"CN - Ciupac",13.4,13.4,90,1.1,1.1,13.4,N,1008.4,1017.8,0,"2023-10-21 04:31:05"
"BHI - Ciupac",19.9,19.9,58,7.2,6.9,19.9,ENE,1011.1,1010,0,"2023-10-21 04:31:06"
"GAVIOTAS - Ciupac",14,14,87,4.7,3.4,14,N,1011.7,1017.5,0,"2023-10-21 04:31:07"
"Monte hermoson 2",15.4,15.4,88,4.3,3.4,15.4,NE,1013.4,1019.2,0,"2023-10-21 06:39:03"
"STE - Ciupac",15.4,15.4,89,11.1,11.4,15.4,ENE,1009,1019.2,0,"2023-10-21 06:39:04"
"SCLE - Ciupac",15.4,15.4,88,4.3,3.4,15.4,NE,1013.4,1019.2,0,"2023-10-21 06:39:05"
"MDA - Ciupac",15.1,15.1,89,1.4,2.2,15.1,ENE,1014.8,1018.2,0,"2023-10-21 06:39:06"
"CN - Ciupac",13.6,13.6,91,0,0.0,13.6,NNE,1009,1018.5,0,"2023-10-21 06:39:07"
"BHI - Ciupac",20.2,20.2,62,7.9,5.8,20.2,N,1011.7,1010.7,0,"2023-10-21 06:39:08"
"GAVIOTAS - Ciupac",15.1,15.1,81,2.1,2.2,15.1,N,1012.4,1018.2,0,"2023-10-21 06:39:08"
"Monte hermoson 2",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:40:02"
"STE - Ciupac",15.4,15.4,89,11.1,11.4,15.4,ENE,1009,1019.2,0,"2023-10-21 06:40:03"
"SCLE - Ciupac",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:40:04"
"MDA - Ciupac",15.1,15.1,89,4.7,4.5,15.1,NE,1014.4,1017.8,0,"2023-10-21 06:40:05"
"CN - Ciupac",13.6,13.6,91,1.1,2.2,13.6,W,1009,1018.5,0,"2023-10-21 06:40:06"
"BHI - Ciupac",20.2,20.2,62,2.9,2.2,20.2,W,1011.7,1011.1,0,"2023-10-21 06:40:07"
"GAVIOTAS - Ciupac",15.2,15.2,81,5.8,5.8,15.2,N,1012.4,1018.2,0,"2023-10-21 06:40:08"
"Monte hermoson 2",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:41:01"
"STE - Ciupac",15.4,15.4,89,11.1,11.4,15.4,ENE,1009,1019.2,0,"2023-10-21 06:41:02"
"SCLE - Ciupac",15.4,15.4,89,4,4.5,15.4,NE,1013.1,1019.2,0,"2023-10-21 06:41:03"
"MDA - Ciupac",15.2,15.2,89,5,4.5,15.2,NE,1014.8,1018.2,0,"2023-10-21 06:41:04"
"CN - Ciupac",13.6,13.6,91,2.9,3.4,13.6,ENE,1009,1018.8,0,"2023-10-21 06:41:05"
"BHI - Ciupac",20.2,20.2,62,2.1,2.2,20.2,W,1011.7,1011.1,0,"2023-10-21 06:41:06"
"GAVIOTAS - Ciupac",15.2,15.2,81,5.8,5.8,15.2,N,1012.4,1018.2,0,"2023-10-21 06:41:07"
